features,label
"[-75.68862  -74.31544  -66.59825  -58.65966  -56.603428 -58.392334
 -59.199184 -59.51634  -57.772175 -59.34518  -58.218796 -56.553738
 -55.42198  -54.67372  -55.281445 -54.513264 -54.75508  -52.889435
 -52.810005 -52.848446 -53.56121  -51.53525  -50.58769  -53.53654
 -52.931225 -55.118755 -54.86262  -55.259007 -55.66329  -56.612858
 -57.39661  -56.300373 -57.616962 -57.606968 -58.845062 -58.95373
 -59.065674 -60.331295 -60.07961  -59.49116  -59.431423 -59.86016
 -60.43824  -60.743027 -60.784103 -62.198433 -62.708942 -62.934814
 -63.064987 -63.163383 -64.09777  -63.41836  -64.2439   -64.97412
 -64.54635  -64.95987  -63.759674 -63.188477 -63.472885 -64.991135
 -66.21797  -66.41302  -65.50839  -64.992134 -65.36832  -67.31295
 -68.43313  -68.97533  -68.56341  -67.55859  -67.735054 -68.768135
 -69.39464  -68.842155 -68.68     -68.04996  -68.88602  -69.8626
 -71.01626  -71.262344 -69.90333  -69.507866 -70.3045   -70.70934
 -71.771515 -72.300606 -72.64032  -73.01929  -73.61835  -73.699356
 -73.731255 -73.971436 -74.22031  -74.431015 -74.39803  -74.395035
 -74.28586  -74.04803  -74.22372  -74.57902  -74.73386  -74.95388
 -74.88677  -74.94173  -75.52211  -75.86605  -76.22873  -76.197105
 -76.24733  -76.52989  -76.851074 -77.038666 -77.37921  -77.66583
 -77.94513  -78.172325 -78.34639  -78.58119  -78.85812  -79.12676
 -79.183525 -79.30539  -79.46152  -79.47833  -79.49611  -79.50983
 -79.63873  -79.78107 ]",104 - Cow
"[-45.31533  -36.44136  -33.96603  -33.297386 -31.157072 -30.785261
 -33.164753 -38.82098  -40.03268  -40.709393 -38.075302 -37.58321
 -37.773    -36.159367 -34.650063 -33.54083  -35.457146 -33.82831
 -34.14697  -33.34649  -31.858868 -31.150585 -30.573727 -32.00556
 -32.907955 -36.476578 -37.298363 -38.42328  -37.556576 -37.83492
 -38.22072  -37.981327 -39.761597 -39.250996 -40.280983 -40.044758
 -38.67115  -38.87341  -39.19415  -39.140457 -38.38175  -37.711533
 -37.9583   -38.850475 -39.50027  -40.349415 -41.678577 -41.988537
 -42.687397 -41.608208 -41.06022  -40.783222 -40.521996 -40.189648
 -40.387608 -40.6467   -40.72146  -40.289543 -39.123558 -38.58298
 -39.34115  -40.136337 -40.8859   -42.047142 -41.932285 -41.720036
 -38.731537 -35.453693 -34.99592  -35.85957  -37.296993 -39.56903
 -42.201828 -43.180817 -43.884525 -45.37618  -45.035202 -44.36745
 -44.390617 -45.692196 -47.781593 -48.922604 -49.29295  -50.455467
 -51.082172 -49.973434 -51.139282 -53.287777 -53.946064 -55.99079
 -58.5677   -59.575207 -59.261276 -59.393898 -59.84317  -60.90132
 -61.127563 -62.715794 -63.28166  -61.60091  -61.726326 -63.70985
 -65.900116 -65.677826 -68.281876 -70.48918  -68.82054  -68.33438
 -69.79084  -70.60199  -70.06902  -69.58652  -71.58966  -72.00457
 -71.94091  -73.362335 -74.58561  -77.0041   -78.06563  -78.15971
 -78.284004 -78.46496  -78.54968  -78.73945  -78.81454  -78.890205
 -78.93761  -78.93977 ]",103 - Pig
"[-71.491165 -71.06563  -71.531715 -72.6553   -74.384415 -75.53064
 -75.59579  -75.80931  -74.527725 -74.79753  -75.79313  -76.75888
 -77.25497  -76.81018  -75.55685  -72.66296  -70.68148  -69.55242
 -70.27631  -70.641846 -70.34832  -68.37046  -66.28329  -66.050575
 -65.32934  -65.33343  -65.280716 -66.480705 -68.30365  -70.48606
 -72.32011  -72.30062  -70.2565   -68.87964  -69.851906 -71.76807
 -73.4377   -74.098564 -74.406654 -74.638885 -74.37408  -74.147194
 -73.45936  -71.99893  -70.632164 -68.4889   -66.92112  -64.75743
 -65.14139  -65.72888  -65.7065   -65.696365 -66.345634 -67.77196
 -67.390274 -64.89346  -63.973766 -65.42124  -65.98497  -66.09598
 -67.30733  -66.36811  -62.8871   -63.67942  -67.31561  -67.89278
 -68.09     -67.06953  -65.298    -65.58111  -65.93568  -66.10063
 -66.64999  -66.55463  -67.67449  -71.43024  -69.91022  -68.687584
 -69.565544 -70.17101  -67.65197  -67.09798  -69.33668  -70.18416
 -68.81558  -69.79047  -71.19457  -69.6944   -70.81477  -72.25
 -71.28312  -71.280334 -69.82583  -70.684166 -72.34227  -72.97653
 -73.90841  -73.983696 -72.13367  -70.76175  -71.612854 -72.99236
 -74.39426  -74.868576 -73.849724 -73.22497  -73.38507  -75.25513
 -76.09283  -76.23712  -75.54928  -76.2383   -76.88639  -77.424484
 -78.731514 -78.746605 -79.20838  -79.97366  -79.99328  -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-24.358969 -20.069828 -19.027409 -20.221693 -25.762188 -30.757101
 -29.927114 -31.14371  -35.335476 -39.053112 -38.938362 -40.243095
 -42.0049   -43.06833  -43.635323 -44.252274 -47.787178 -48.47113
 -49.959404 -48.963203 -48.371235 -47.647594 -45.5958   -45.112095
 -42.939873 -42.99078  -40.343864 -39.171505 -36.558865 -34.27058
 -33.866055 -32.136463 -31.822279 -30.760468 -30.884281 -31.012953
 -30.944965 -31.922104 -33.057407 -35.119354 -36.676662 -37.66635
 -38.759148 -39.92927  -41.019547 -40.6766   -40.446083 -40.04078
 -40.194496 -39.170288 -38.68857  -36.569622 -32.967136 -29.407925
 -27.846405 -27.813293 -28.0558   -27.71609  -28.43552  -31.036793
 -35.12823  -39.946156 -42.8629   -44.831123 -46.925514 -47.632797
 -48.370724 -48.60521  -50.676247 -51.91864  -52.039017 -51.772213
 -53.01375  -55.646534 -55.65404  -56.172363 -56.27613  -56.363434
 -56.68027  -57.339092 -56.57713  -57.15854  -58.55322  -57.95715
 -58.175808 -59.297733 -59.357708 -59.798138 -60.255074 -60.271515
 -60.48768  -61.44917  -61.41076  -61.39918  -61.634163 -62.62967
 -62.68296  -62.91438  -63.641994 -64.13797  -65.02517  -66.28589
 -66.3095   -66.12081  -66.41011  -67.23009  -67.70505  -68.132996
 -69.108925 -69.485596 -70.159386 -70.51193  -70.59447  -70.99963
 -71.42138  -71.92862  -72.59274  -72.91916  -74.18841  -74.4491
 -74.59868  -76.02908  -76.47305  -77.046104 -77.24942  -77.612274
 -78.00611  -78.63834 ]",105 - Frog
"[-40.0143   -37.746243 -38.278137 -36.62784  -36.028927 -39.70047
 -40.97682  -41.68981  -36.564655 -35.446438 -35.917755 -39.54914
 -41.13536  -39.389027 -38.412792 -38.27348  -43.14278  -43.33611
 -43.812572 -42.09163  -41.362312 -42.855785 -42.96953  -42.66602
 -39.60214  -39.276638 -38.848446 -40.190544 -39.58751  -38.255405
 -37.748695 -38.35499  -43.2528   -45.084385 -44.21615  -43.723286
 -44.52407  -47.10366  -46.161247 -44.703625 -44.795708 -45.69946
 -43.729153 -42.242256 -42.858257 -43.613182 -43.329376 -44.16174
 -45.023273 -42.23433  -42.595    -44.279713 -44.883953 -46.512203
 -47.325207 -47.80459  -47.769966 -47.12405  -47.614815 -47.436756
 -47.97676  -48.28993  -49.66963  -49.908478 -49.403313 -50.47824
 -51.8519   -51.678635 -51.288044 -51.920937 -53.05283  -53.51344
 -52.92393  -52.87139  -54.247887 -56.13809  -57.27324  -58.142357
 -57.867214 -58.890865 -60.032455 -60.83946  -61.399395 -61.443413
 -61.37145  -60.462616 -59.873512 -59.859703 -59.922928 -60.36429
 -61.545204 -62.10284  -62.41816  -63.076977 -62.452217 -62.5074
 -62.674503 -62.765633 -63.14174  -63.13043  -63.45809  -63.94391
 -64.36721  -64.743774 -65.27537  -65.2928   -65.3659   -65.70478
 -66.57959  -67.66275  -69.2512   -70.5212   -71.23141  -71.86653
 -72.306786 -72.572754 -72.93436  -73.44354  -76.50067  -79.66812
 -78.94694  -79.27183  -79.84183  -79.849045 -79.84533  -79.84844
 -79.8593   -79.85656 ]",104 - Cow
"[-27.072092 -26.185043 -27.394098 -26.780607 -25.508692 -26.33465
 -26.896368 -28.712385 -28.629454 -30.972126 -31.984919 -34.60637
 -36.74022  -37.215622 -38.033295 -37.034195 -37.790672 -36.58688
 -36.63003  -35.369736 -34.882557 -35.398636 -34.90196  -35.443336
 -33.635136 -34.36265  -32.81974  -31.690432 -29.931215 -27.621588
 -26.809319 -25.624626 -26.153988 -25.758986 -26.469315 -25.767073
 -24.971672 -25.961336 -25.621574 -25.425945 -24.070522 -22.97666
 -22.516663 -22.886215 -21.959555 -21.101059 -21.001118 -20.115013
 -18.945553 -19.092258 -20.221512 -20.198689 -20.111532 -20.448662
 -19.959635 -19.567179 -19.154469 -19.221695 -19.70018  -20.04719
 -20.600235 -21.778572 -23.595968 -25.342983 -27.324423 -29.168097
 -30.712502 -32.41008  -34.00254  -36.196182 -37.729652 -38.583374
 -39.83516  -41.72968  -42.904144 -44.284313 -45.4609   -46.432674
 -46.734463 -47.283714 -47.91266  -47.83418  -48.98691  -48.921906
 -48.335667 -47.805332 -47.63255  -47.19437  -47.155815 -48.421734
 -48.831696 -49.27525  -49.01253  -49.283665 -50.686287 -54.506126
 -58.171154 -60.223373 -60.65179  -61.487576 -62.633877 -63.045326
 -63.3156   -63.446064 -63.734104 -64.01854  -64.09774  -64.28709
 -64.430595 -64.71695  -64.77446  -65.00139  -65.25347  -65.411766
 -65.85319  -65.97974  -66.31704  -66.729935 -68.21393  -71.457436
 -72.207085 -72.918724 -77.31111  -79.92584  -79.96422  -79.94474
 -79.96449  -79.99818 ]",105 - Frog
"[-31.254501 -31.879206 -35.493046 -40.833565 -46.443424 -49.632214
 -51.941364 -55.320576 -56.612556 -58.39085  -57.525757 -59.862537
 -60.141533 -59.42644  -60.271584 -60.376938 -61.37731  -59.826572
 -61.80525  -60.99427  -59.444756 -57.8447   -56.62731  -57.616123
 -54.29646  -54.143692 -52.08916  -50.274662 -47.514294 -44.84657
 -41.99065  -38.233994 -36.199493 -33.941967 -34.19892  -34.040916
 -32.81113  -32.076508 -31.500244 -31.230274 -30.71415  -31.273014
 -32.739735 -34.07492  -36.322403 -37.50328  -39.107815 -40.181744
 -42.22459  -42.33012  -42.090805 -39.950066 -38.086494 -36.477585
 -34.673115 -33.092815 -31.357828 -30.256361 -26.899767 -24.05478
 -23.104954 -23.544392 -25.300632 -27.598299 -32.031002 -36.730484
 -40.444344 -43.1893   -44.350338 -44.663128 -45.994198 -46.204475
 -44.88588  -44.31066  -45.17621  -45.82736  -46.770855 -48.907364
 -51.24004  -52.319035 -53.518394 -54.545837 -55.968452 -56.369583
 -56.215874 -57.204475 -57.942448 -58.640297 -60.201447 -61.583508
 -61.619907 -60.754704 -60.99468  -62.55484  -63.189037 -63.84966
 -63.273663 -63.48219  -65.45097  -67.43211  -68.16933  -67.839005
 -67.54628  -67.01792  -67.028    -67.92     -69.59116  -71.365364
 -72.03246  -72.311134 -73.47016  -75.364624 -77.39198  -78.38803
 -78.83283  -78.60488  -78.26779  -78.54278  -79.8562   -79.99505
 -79.99541  -79.99576  -79.99621  -79.996445 -79.99664  -79.99682
 -79.99695  -79.99702 ]",105 - Frog
"[-52.277786 -41.045    -35.19018  -30.773052 -27.033434 -25.621273
 -24.473455 -25.733768 -24.048422 -24.95246  -23.838646 -23.849504
 -24.361917 -24.705967 -26.720797 -27.166855 -28.77065  -26.650967
 -26.436426 -26.413664 -26.769833 -27.24361  -26.682299 -27.681524
 -27.315548 -29.905863 -29.737452 -31.048998 -31.490982 -31.24881
 -32.366882 -31.778738 -32.751614 -32.113106 -31.876848 -31.467413
 -31.179365 -31.318817 -31.520243 -32.843983 -33.687344 -34.36104
 -35.30414  -36.55642  -36.709576 -36.109684 -37.586235 -38.58559
 -39.548306 -40.590275 -41.809826 -41.975086 -42.683    -42.999104
 -43.590042 -44.811607 -45.269707 -45.185287 -44.961906 -44.813824
 -43.831688 -42.309273 -40.89689  -38.882286 -38.820038 -39.349976
 -40.666508 -41.813602 -42.422546 -43.004078 -44.653    -45.524563
 -46.0406   -45.89438  -44.85578  -45.062927 -46.215874 -47.856308
 -48.617603 -48.569695 -48.01702  -48.147945 -49.236107 -51.29618
 -52.087284 -52.668095 -53.13207  -53.785065 -54.5849   -55.656395
 -56.414433 -57.578754 -58.15232  -59.024025 -59.806755 -60.347855
 -61.135777 -61.789303 -62.56817  -63.378914 -63.268684 -63.786354
 -64.641014 -65.61958  -66.11544  -66.463875 -67.34547  -68.540115
 -69.24006  -69.51319  -70.18823  -71.485664 -72.00457  -73.29969
 -74.58145  -75.39652  -76.01394  -76.56488  -77.73129  -78.58322
 -78.7837   -79.13562  -79.48008  -79.87814  -79.99299  -80.
 -80.       -80.      ]",103 - Pig
"[-79.29934  -79.85901  -75.140495 -65.67201  -61.662514 -60.400723
 -61.09314  -64.07721  -64.40342  -64.83125  -63.551815 -63.74846
 -64.01257  -64.25236  -64.283806 -62.46547  -60.903378 -55.893753
 -53.16934  -51.804188 -52.778557 -55.056213 -55.76433  -57.78414
 -58.80167  -61.01754  -62.016895 -62.96918  -62.650944 -63.395863
 -65.13908  -64.12516  -63.922882 -63.237984 -63.025223 -62.152496
 -60.374382 -58.27796  -58.382122 -60.941795 -63.075214 -62.701294
 -61.437183 -59.897404 -59.50466  -60.838238 -63.037968 -64.30927
 -64.28375  -63.075985 -61.403286 -61.36874  -63.612057 -65.439705
 -66.25566  -67.33194  -67.9288   -69.01227  -69.5425   -71.207726
 -72.98623  -71.46124  -70.581154 -70.119194 -67.094795 -65.99968
 -67.76162  -71.830185 -75.37952  -76.598495 -77.21476  -75.85823
 -75.23559  -75.97234  -76.86521  -77.23108  -74.60473  -74.11557
 -74.946556 -75.12177  -74.02582  -70.72148  -70.01166  -70.59958
 -72.77357  -74.52701  -73.81966  -70.0468   -69.12712  -71.24058
 -71.5668   -70.86874  -72.200485 -71.834114 -71.57801  -70.794914
 -69.77009  -71.17061  -70.837776 -70.98061  -70.620056 -71.04202
 -71.26785  -70.597435 -71.068535 -70.8556   -69.872894 -69.62972
 -69.72081  -70.26544  -70.311745 -71.55161  -71.05104  -69.007
 -67.379    -66.19798  -66.44499  -72.16831  -80.       -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",102 - Rooster
"[-25.042826 -24.224764 -25.856474 -25.90121  -25.154554 -25.300045
 -24.64828  -26.310942 -26.522146 -29.542425 -30.960693 -33.15118
 -35.020992 -36.35253  -38.13891  -38.515915 -40.326366 -39.985214
 -40.889004 -40.64718  -40.37276  -40.269222 -39.80544  -40.311317
 -39.0929   -40.272686 -38.36615  -37.70119  -36.848213 -35.211044
 -35.48035  -34.684048 -36.04501  -35.555183 -35.557533 -35.382214
 -35.820377 -36.0347   -35.571922 -35.0393   -34.82465  -34.40075
 -34.117046 -33.91295  -33.62083  -33.46835  -33.46292  -33.099087
 -33.52522  -33.563747 -33.55864  -32.26472  -31.876968 -32.228397
 -31.778002 -31.462349 -31.794935 -32.333214 -32.816605 -34.075375
 -35.094425 -36.28229  -36.876923 -37.8564   -39.43632  -40.631134
 -41.5776   -43.27014  -43.78507  -44.33988  -45.182514 -46.20973
 -47.479546 -48.094242 -49.11227  -49.928764 -50.453365 -51.047493
 -51.986458 -52.496212 -52.818096 -53.337875 -53.378128 -53.60845
 -53.32848  -52.893005 -51.962032 -51.034416 -51.789753 -52.73871
 -53.887005 -54.92443  -56.101162 -56.917553 -57.7615   -58.981384
 -59.862663 -60.439377 -60.46497  -60.626633 -60.75537  -60.989677
 -60.89374  -61.11562  -61.378433 -61.55883  -61.47352  -61.797832
 -61.82465  -61.818066 -62.018925 -62.327114 -62.71819  -63.04325
 -63.240562 -63.423264 -63.58188  -63.772682 -64.33405  -64.78179
 -65.0046   -65.63027  -67.963524 -74.5738   -80.       -80.
 -80.       -80.      ]",105 - Frog
"[-37.02716  -24.147228 -22.417704 -24.964504 -24.84628  -28.885117
 -34.28807  -35.400074 -37.48096  -41.128998 -40.839474 -41.44116
 -41.003433 -40.68443  -41.089294 -38.44177  -37.3391   -32.87704
 -32.646698 -35.113445 -36.63254  -36.41787  -35.11875  -35.202797
 -34.653988 -36.861988 -35.59467  -35.45389  -34.365467 -32.354763
 -32.48914  -33.790573 -37.22656  -36.432686 -36.82387  -36.51806
 -35.17304  -35.21245  -36.04264  -38.170967 -38.43173  -39.49651
 -43.296955 -46.522858 -48.067493 -48.35441  -49.34969  -50.02672
 -50.56269  -50.55644  -50.149982 -49.21139  -48.553047 -48.20806
 -46.83305  -45.74958  -44.913727 -45.226063 -45.56759  -46.467575
 -47.88758  -48.90953  -49.17146  -50.706993 -54.024956 -55.837738
 -57.068455 -56.83264  -55.7577   -54.961582 -54.760704 -55.281895
 -54.216503 -54.229282 -55.37963  -56.106647 -57.436924 -58.66841
 -59.497208 -59.57303  -60.155186 -59.884678 -59.52836  -60.3172
 -61.038357 -61.49429  -62.55208  -62.54733  -62.59869  -63.26977
 -63.567204 -64.87744  -66.01421  -66.141426 -65.46018  -65.60349
 -65.48303  -65.556946 -65.86508  -67.46507  -67.764755 -67.357056
 -68.0075   -68.58775  -68.87925  -69.12293  -69.88818  -70.42935
 -70.80446  -70.967804 -71.6129   -72.223656 -72.44277  -72.414406
 -72.326416 -72.55648  -72.76518  -72.758736 -75.76997  -79.98697
 -79.98981  -79.99249  -79.994415 -79.99488  -79.996925 -79.999115
 -79.999405 -80.      ]",101 - Dog
"[-41.444546 -35.97354  -37.443474 -41.173386 -45.766693 -49.212017
 -49.017097 -49.93581  -46.819588 -45.30781  -43.438427 -44.2906
 -45.852684 -46.950714 -49.0029   -48.805004 -49.984837 -49.29406
 -51.01867  -50.525932 -49.57746  -48.47117  -47.41871  -48.753483
 -47.59235  -48.416294 -47.374943 -48.271736 -48.1324   -47.05986
 -47.361107 -46.950336 -47.698715 -46.357426 -46.40897  -45.934597
 -45.84166  -44.930782 -44.08756  -43.817574 -44.58522  -45.966034
 -47.046883 -47.555866 -48.155914 -50.968113 -52.554535 -53.58254
 -55.67315  -56.438614 -57.287403 -58.203545 -59.03641  -59.87923
 -60.736736 -61.812923 -62.749863 -63.94902  -65.01436  -65.22695
 -65.764565 -66.19481  -67.12643  -67.29251  -67.80274  -67.6558
 -67.65088  -67.40268  -67.06558  -68.022995 -69.59469  -69.85688
 -69.93876  -69.52912  -69.946205 -71.85763  -74.25199  -75.3194
 -75.75197  -75.798836 -76.78505  -77.728355 -77.83996  -77.8627
 -78.3796   -78.93971  -79.39151  -79.52624  -79.629    -79.740105
 -79.7848   -79.92471  -79.941895 -79.84906  -79.74669  -79.70848
 -79.06803  -78.55221  -78.50743  -78.60656  -78.68175  -78.76512
 -78.81299  -79.28175  -79.74687  -79.88316  -79.985435 -79.99772
 -79.99765  -79.96007  -79.90057  -79.8867   -79.91435  -79.81935
 -79.70819  -79.812416 -79.76495  -78.96336  -79.92868  -79.94412
 -79.89044  -79.785286 -79.764015 -79.99233  -80.       -80.
 -80.       -80.      ]",105 - Frog
"[-26.05964  -30.954838 -33.355152 -32.73733  -32.343994 -32.896732
 -33.987267 -37.07933  -35.44944  -34.956814 -34.13453  -35.766712
 -36.78918  -36.08001  -36.06027  -35.85538  -37.273067 -35.01825
 -34.874355 -35.343796 -36.40752  -37.411274 -37.631405 -39.43218
 -39.213737 -40.502426 -39.44915  -40.769466 -41.9434   -42.72862
 -42.609264 -41.11212  -42.407883 -42.59023  -43.24091  -43.35873
 -43.944107 -45.09043  -45.0863   -45.210915 -45.070568 -45.125263
 -45.373707 -46.096706 -46.764465 -47.357758 -48.669987 -49.27638
 -50.313614 -50.033302 -49.494102 -49.479923 -50.632866 -50.80831
 -50.02748  -48.86946  -48.871494 -49.743973 -50.24454  -50.594566
 -50.278206 -50.466812 -51.32063  -50.92511  -50.849346 -50.892258
 -50.348236 -51.022224 -51.451122 -51.115433 -51.82827  -52.361023
 -52.036102 -52.479214 -53.009327 -54.264496 -54.933517 -54.608677
 -53.740593 -53.4258   -53.215523 -52.031788 -52.413048 -57.574944
 -60.674614 -60.886    -61.13007  -62.041225 -63.41689  -64.186005
 -64.29226  -64.535576 -65.23773  -65.47232  -65.70532  -66.21897
 -66.58989  -67.15132  -67.39626  -67.533    -67.58884  -67.87698
 -67.96486  -67.33329  -67.74584  -69.07414  -69.20769  -69.47678
 -69.65189  -69.65811  -70.32633  -71.2265   -71.72976  -72.36999
 -72.880165 -73.36494  -73.788734 -74.40289  -74.73605  -75.10576
 -75.33243  -75.65577  -75.965126 -77.61293  -79.86078  -79.88399
 -79.891975 -79.91004 ]",103 - Pig
"[-35.153465 -47.258556 -54.16283  -57.328674 -58.643673 -59.89042
 -60.424393 -61.239155 -61.25193  -62.690495 -62.10473  -62.384182
 -62.65349  -62.107983 -62.537254 -62.254852 -64.019844 -63.49237
 -64.337105 -63.67968  -63.28399  -61.36512  -59.830822 -62.18384
 -60.13906  -59.979107 -59.09632  -58.816414 -57.119164 -56.60133
 -56.960773 -55.96047  -57.71691  -57.365654 -58.38736  -58.141247
 -57.80027  -58.2458   -57.199238 -57.040466 -56.898075 -56.67504
 -57.101288 -56.84014  -56.992558 -56.9626   -57.720917 -57.683414
 -56.62636  -55.37742  -53.785854 -52.201767 -51.117622 -49.88009
 -48.786583 -49.115105 -50.15794  -51.635723 -53.50882  -56.188076
 -57.52133  -58.84504  -60.38827  -61.158    -57.841892 -58.08587
 -60.113842 -59.381023 -58.958466 -56.508408 -55.549454 -58.397255
 -60.892975 -62.16597  -62.816563 -63.10537  -63.093002 -62.310947
 -64.13638  -63.82726  -63.599785 -63.530807 -63.728565 -63.98993
 -64.24638  -64.55547  -65.217186 -65.30891  -64.951805 -64.297424
 -64.09562  -65.88807  -64.953384 -64.29736  -64.39041  -63.352627
 -63.291714 -64.07534  -64.32432  -63.96308  -66.21664  -67.19537
 -67.4255   -67.9404   -69.34006  -69.879654 -68.21999  -68.815956
 -68.98895  -69.28688  -69.645386 -70.53906  -70.75426  -70.57766
 -70.70483  -70.861595 -71.37172  -71.3431   -70.86392  -71.34273
 -72.016945 -72.17896  -73.71569  -78.35831  -80.       -80.
 -80.       -80.      ]",105 - Frog
"[-53.543747 -45.8994   -45.23875  -44.146244 -40.795967 -41.08628
 -42.96254  -44.167263 -38.68589  -34.793068 -34.57259  -37.97858
 -44.44559  -45.439144 -44.624054 -42.66796  -45.819435 -47.720264
 -49.67988  -47.65079  -46.055683 -46.924236 -48.36412  -50.66133
 -48.27173  -47.946743 -41.598312 -40.003864 -40.532787 -42.443596
 -46.48978  -47.054123 -50.471165 -52.813034 -54.905537 -53.4173
 -51.401154 -51.255714 -52.352108 -50.862675 -48.302853 -49.143723
 -51.880783 -52.550816 -51.962925 -53.125137 -56.162125 -54.08816
 -52.427834 -52.251347 -53.655    -56.952114 -59.684727 -58.83215
 -59.974888 -58.64694  -57.67234  -59.298252 -59.680576 -60.582394
 -58.994995 -58.829514 -59.513615 -60.389473 -61.42306  -61.4853
 -60.046852 -60.859356 -61.167744 -60.756275 -59.474384 -59.220432
 -60.41071  -61.414135 -62.10349  -63.194603 -63.483807 -63.455368
 -63.933487 -65.47245  -66.76639  -67.02729  -68.2403   -68.29374
 -67.223495 -68.43981  -69.7327   -70.64115  -70.76824  -71.21768
 -70.54557  -69.50137  -70.62467  -72.181465 -73.17974  -73.84414
 -74.78372  -75.696724 -76.43255  -76.22365  -76.204605 -75.89377
 -75.14662  -75.05072  -76.22546  -76.91245  -76.868004 -77.33942
 -77.58198  -77.21749  -77.11621  -77.47871  -78.191536 -78.398285
 -78.89247  -79.005325 -79.637054 -79.80449  -79.965546 -80.
 -80.       -80.       -80.       -80.       -80.       -80.
 -80.       -80.      ]",104 - Cow
